Time	Iteration	AverageReturn	StdReturn	MaxReturn	MinReturn	EpLenMean	EpLenStd	TimestepsThisBatch	TimestepsSoFar
1.1181681156158447	0	27.35135	15.902094	71.0	10.0	27.35135135135135	15.902092699638734	1012	1012
1.7399539947509766	1	28.828571	19.79103	109.0	9.0	28.82857142857143	19.791030745243756	1009	2021
2.236643075942993	2	24.878048	10.763976	59.0	11.0	24.878048780487806	10.763975876995792	1020	3041
2.7778611183166504	3	33.866665	17.53422	97.0	11.0	33.86666666666667	17.534220509874082	1016	4057
3.241084098815918	4	31.90625	15.890955	70.0	9.0	31.90625	15.890955318592397	1021	5078
3.7748730182647705	5	36.068966	27.911104	157.0	10.0	36.06896551724138	27.91110400030877	1046	6124
4.250207901000977	6	36.42857	23.201645	105.0	11.0	36.42857142857143	23.201644910019034	1020	7144
4.814472913742065	7	35.75862	20.634178	90.0	13.0	35.758620689655174	20.63417849674258	1037	8181
5.3225860595703125	8	35.96552	14.744918	76.0	12.0	35.96551724137931	14.74491790559738	1043	9224
5.899753093719482	9	40.346153	17.391294	96.0	17.0	40.34615384615385	17.39129381592169	1049	10273
6.427731990814209	10	40.076923	13.073529	59.0	15.0	40.07692307692308	13.073528971295916	1042	11315
6.926208019256592	11	45.68182	25.645105	134.0	16.0	45.68181818181818	25.645106504035144	1005	12320
7.418941974639893	12	49.38095	16.737402	82.0	20.0	49.38095238095238	16.73740092036876	1037	13357
7.976474046707153	13	46.52174	20.917788	95.0	17.0	46.52173913043478	20.917788488181415	1070	14427
8.509921073913574	14	48.285713	21.037704	104.0	17.0	48.285714285714285	21.03770505577083	1014	15441
9.054419040679932	15	44.260868	21.669891	97.0	16.0	44.26086956521739	21.669889731675767	1018	16459
9.601762056350708	16	45.727272	17.47773	81.0	14.0	45.72727272727273	17.47773081324247	1006	17465
10.140249013900757	17	53.31579	32.173954	124.0	18.0	53.31578947368421	32.17395584790666	1013	18478
10.682363986968994	18	48.809525	20.520884	92.0	18.0	48.80952380952381	20.520881461665308	1025	19503
11.193350076675415	19	45.863636	15.780584	76.0	19.0	45.86363636363637	15.780584891065738	1009	20512
11.776899099349976	20	52.857143	32.85797	189.0	24.0	52.857142857142854	32.857971004056246	1110	21622
12.296149969100952	21	51.45	20.860191	111.0	15.0	51.45	20.860189356762803	1029	22651
12.843737125396729	22	56.27778	22.02727	111.0	35.0	56.27777777777778	22.02726985543035	1013	23664
13.376498937606812	23	51.7	29.397451	169.0	27.0	51.7	29.397448868906977	1034	24698
14.015537977218628	24	58.157894	18.810028	112.0	32.0	58.1578947368421	18.81002856231844	1105	25803
14.546584129333496	25	45.304348	17.366722	87.0	16.0	45.30434782608695	17.366721756700922	1042	26845
15.10899806022644	26	56.11111	23.428116	108.0	23.0	56.111111111111114	23.428114375891983	1010	27855
15.672843933105469	27	50.65	15.748889	75.0	21.0	50.65	15.748888849693492	1013	28868
16.217649936676025	28	54.0	19.812277	105.0	20.0	54.0	19.81227689563907	1026	29894
16.814358949661255	29	57.157894	26.067247	127.0	28.0	57.1578947368421	26.067247362189036	1086	30980
17.323498010635376	30	53.263157	24.948036	109.0	20.0	53.26315789473684	24.948034634675416	1012	31992
17.93610906600952	31	51.6	24.48959	108.0	23.0	51.6	24.489589624981466	1032	33024
18.495939016342163	32	49.61905	19.66015	102.0	23.0	49.61904761904762	19.66015111717388	1042	34066
19.045282125473022	33	62.5625	27.328943	138.0	24.0	62.5625	27.32894241916434	1001	35067
19.63248896598816	34	68.666664	26.729925	122.0	39.0	68.66666666666667	26.72992496975794	1030	36097
20.22244095802307	35	64.0625	27.621252	135.0	34.0	64.0625	27.62125257387869	1025	37122
20.813551902770996	36	71.57143	27.374949	130.0	39.0	71.57142857142857	27.374947581722246	1002	38124
21.386500120162964	37	68.6	20.118979	96.0	31.0	68.6	20.11897943071003	1029	39153
21.978950023651123	38	88.083336	37.976875	184.0	44.0	88.08333333333333	37.97687527371829	1057	40210
22.511301040649414	39	68.13333	28.032997	132.0	21.0	68.13333333333334	28.03299643079364	1022	41232
23.077774047851562	40	74.07143	34.24797	170.0	31.0	74.07142857142857	34.24797029588403	1037	42269
23.677004098892212	41	70.6	20.065891	106.0	35.0	70.6	20.065891457894413	1059	43328
24.252275943756104	42	72.933334	27.569227	141.0	38.0	72.93333333333334	27.569225999694336	1094	44422
24.91434097290039	43	75.26667	28.960815	135.0	41.0	75.26666666666667	28.960816440302384	1129	45551
25.49265193939209	44	70.46667	32.37667	145.0	24.0	70.46666666666667	32.37667198599771	1057	46608
26.07215690612793	45	88.166664	39.240356	187.0	34.0	88.16666666666667	39.240356210864796	1058	47666
26.66078209877014	46	103.1	46.665726	191.0	40.0	103.1	46.66572618099926	1031	48697
27.286592960357666	47	97.90909	22.69343	152.0	59.0	97.9090909090909	22.693429347218327	1077	49774
27.864219903945923	48	77.38461	28.00148	124.0	26.0	77.38461538461539	28.001479250866126	1006	50780
28.418567895889282	49	74.85714	28.192848	133.0	36.0	74.85714285714286	28.192848999238752	1048	51828
28.96707510948181	50	92.545456	27.13724	144.0	56.0	92.54545454545455	27.137239212309638	1018	52846
29.57262396812439	51	74.14286	42.157627	185.0	36.0	74.14285714285714	42.15762453130453	1038	53884
30.13182497024536	52	77.15385	34.932564	147.0	24.0	77.15384615384616	34.93256394352752	1003	54887
30.69034695625305	53	127.0	52.27571	200.0	44.0	127.0	52.27571137727348	1016	55903
31.24189305305481	54	113.111115	39.351536	183.0	52.0	113.11111111111111	39.35153376777763	1018	56921
