Time	Iteration	AverageReturn	StdReturn	MaxReturn	MinReturn	EpLenMean	EpLenStd	TimestepsThisBatch	TimestepsSoFar
0.7374210357666016	0	29.911764	17.033476	81.0	8.0	29.91176470588235	17.033475081626808	1017	1017
1.3169159889221191	1	31.28125	19.253628	83.0	13.0	31.28125	19.253626890471832	1001	2018
1.8627369403839111	2	28.081081	14.657124	76.0	10.0	28.08108108108108	14.657123309030615	1039	3057
2.396898031234741	3	33.933334	17.052729	81.0	11.0	33.93333333333333	17.052728683573065	1018	4075
3.0039069652557373	4	36.285713	24.622662	114.0	11.0	36.285714285714285	24.622662532798554	1016	5091
3.6167240142822266	5	41.958332	29.381794	139.0	16.0	41.958333333333336	29.38179590419135	1007	6098
4.324969053268433	6	45.863636	25.828623	101.0	12.0	45.86363636363637	25.828623048762033	1009	7107
4.9821999073028564	7	45.0	17.805716	77.0	17.0	45.0	17.805714764110693	1035	8142
5.567400932312012	8	45.739132	23.987709	108.0	17.0	45.73913043478261	23.987709518407723	1052	9194
6.1473548412323	9	36.607143	22.758575	109.0	11.0	36.607142857142854	22.75857653989917	1025	10219
6.658772945404053	10	48.95238	28.451256	125.0	18.0	48.95238095238095	28.451255207854963	1028	11247
7.192806959152222	11	42.708332	25.044094	118.0	15.0	42.708333333333336	25.044093060484784	1025	12272
7.724617004394531	12	46.590908	21.988962	123.0	20.0	46.59090909090909	21.988962294976936	1025	13297
8.279463052749634	13	60.333332	28.061441	116.0	17.0	60.333333333333336	28.061440526894632	1086	14383
8.869572877883911	14	59.35294	36.972073	172.0	22.0	59.35294117647059	36.97207400262208	1009	15392
9.438662052154541	15	51.75	23.064854	107.0	21.0	51.75	23.06485421588439	1035	16427
10.038920879364014	16	57.27778	29.80456	135.0	15.0	57.27777777777778	29.804558852549082	1031	17458
10.581528902053833	17	67.4375	36.46397	171.0	14.0	67.4375	36.46396980239535	1079	18537
11.117877006530762	18	68.13333	35.05399	135.0	17.0	68.13333333333334	35.05399010415536	1022	19559
11.627151012420654	19	78.76923	36.22399	141.0	25.0	78.76923076923077	36.2239908733549	1024	20583
12.192651987075806	20	82.46154	30.648417	140.0	48.0	82.46153846153847	30.64841666035918	1072	21655
12.723225831985474	21	91.333336	39.714256	156.0	40.0	91.33333333333333	39.71425716568575	1096	22751
13.244920015335083	22	69.53333	31.926722	123.0	19.0	69.53333333333333	31.926721653742586	1043	23794
13.82897686958313	23	82.38461	28.342787	114.0	21.0	82.38461538461539	28.342787609327626	1071	24865
14.40646505355835	24	90.76923	60.018143	200.0	16.0	90.76923076923077	60.018143213472534	1180	26045
15.014200925827026	25	123.44444	38.436417	200.0	56.0	123.44444444444444	38.436415346535085	1111	27156
15.507763862609863	26	126.875	48.297096	200.0	36.0	126.875	48.297094891929056	1015	28171
16.04303002357483	27	86.083336	45.400917	173.0	23.0	86.08333333333333	45.40091469954714	1033	29204
16.583797931671143	28	84.25	47.164825	170.0	15.0	84.25	47.164826230288746	1011	30215
17.13634991645813	29	150.0	47.70445	200.0	68.0	150.0	47.70444723203787	1050	31265
17.66914200782776	30	115.111115	44.580624	195.0	35.0	115.11111111111111	44.580624701381566	1036	32301
18.165331840515137	31	101.7	29.695288	161.0	56.0	101.7	29.6952858211535	1017	33318
18.694995880126953	32	114.44444	35.876675	190.0	64.0	114.44444444444444	35.876674908206525	1030	34348
19.27854299545288	33	157.28572	28.8529	200.0	117.0	157.28571428571428	28.852899263650567	1101	35449
19.85366988182068	34	134.25	40.05543	200.0	57.0	134.25	40.055430343462795	1074	36523
20.39138889312744	35	148.28572	38.0928	200.0	105.0	148.28571428571428	38.09279754087111	1038	37561
20.96144199371338	36	156.28572	45.083145	200.0	65.0	156.28571428571428	45.08314314595165	1094	38655
21.509305953979492	37	148.85715	34.456715	200.0	99.0	148.85714285714286	34.45671641527163	1042	39697
22.068384885787964	38	157.0	38.722454	200.0	83.0	157.0	38.72245564822266	1099	40796
22.6402690410614	39	157.28572	36.865448	200.0	109.0	157.28571428571428	36.86544756936766	1101	41897
23.272764921188354	40	168.0	44.43615	200.0	77.0	168.0	44.43615001967912	1176	43073
23.81052803993225	41	128.5	50.06246	200.0	53.0	128.5	50.06246098625196	1028	44101
24.340800046920776	42	130.75	47.470387	200.0	42.0	130.75	47.470385505070425	1046	45147
24.974196910858154	43	162.14285	29.589712	200.0	122.0	162.14285714285714	29.589711394472292	1135	46282
25.521941900253296	44	147.0	61.188232	200.0	44.0	147.0	61.18823416311342	1029	47311
26.08208990097046	45	148.57143	54.889126	200.0	39.0	148.57142857142858	54.88912758033791	1040	48351
26.66072702407837	46	160.71428	32.03888	200.0	123.0	160.71428571428572	32.03887944230209	1125	49476
27.193130016326904	47	149.0	30.495901	192.0	111.0	149.0	30.495901363953813	1043	50519
27.768255949020386	48	157.85715	38.746166	200.0	96.0	157.85714285714286	38.74616505052402	1105	51624
28.297168970108032	49	180.0	21.73323	200.0	150.0	180.0	21.73323108360405	1080	52704
28.847102880477905	50	143.71428	32.48171	200.0	98.0	143.71428571428572	32.48170599721936	1006	53710
29.408522844314575	51	160.57143	22.19303	200.0	130.0	160.57142857142858	22.193030713377073	1124	54834
29.998148918151855	52	178.16667	23.412367	200.0	143.0	178.16666666666666	23.41236615314413	1069	55903
